2	7	10	11	12	14	16	17	26	45	50	51	60	65	80	81	93	108	118	125	126	145	169	180	267	293	349	374	450	n_members	Family	S	X
0.0821917808219178	0	0	0	0.0821917808219178	0.0410958904109589	0	0.5753424657534246	0	0	0.0410958904109589	0	0	0	0	0	0	0.0410958904109589	0.0547945205479452	0	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.0136986301369863	0	0	0.0136986301369863	0	0.0136986301369863	73	Flavobacteriaceae	1.6340768981192035	5.124725169479721
0.21311475409836064	0.03278688524590164	0	0.03278688524590164	0.01639344262295082	0.22950819672131148	0.03278688524590164	0.09836065573770492	0.04918032786885246	0.01639344262295082	0	0.03278688524590164	0.01639344262295082	0.03278688524590164	0	0.04918032786885246	0	0	0.03278688524590164	0.01639344262295082	0	0	0	0.04918032786885246	0	0	0.04918032786885246	0	0	61	Rhodobacteraceae	2.4298441148664494	11.357111537155669
0.017857142857142856	0	0	0	0.017857142857142856	0.08928571428571429	0.05357142857142857	0.6964285714285714	0.017857142857142856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05357142857142857	0	0	0.05357142857142857	56	Colwelliaceae	1.1536801843201545	3.169837054874176
0.6875	0.0625	0	0	0	0	0	0.125	0	0	0	0.03125	0	0.03125	0	0	0	0	0	0	0	0.0625	0	0	0	0	0	0	0	32	Saprospiraceae	1.080714023405905	2.9467828720087046
0.5806451612903226	0.03225806451612903	0	0.0967741935483871	0	0	0	0.03225806451612903	0	0.0967741935483871	0	0.03225806451612903	0	0	0.03225806451612903	0	0.0967741935483871	0	0	0	0	0	0	0	0	0	0	0	0	31	Candidatus Carsonella	1.4367548741579221	4.2070213276489685
0.27586206896551724	0	0	0	0.13793103448275862	0.13793103448275862	0.10344827586206896	0.27586206896551724	0	0	0.034482758620689655	0	0	0	0	0.034482758620689655	0	0	0	0	0	0	0	0	0	0	0	0	0	29	Oceanospirillaceae	1.7239421602678249	5.606587021118658
0.14814814814814814	0	0	0	0.25925925925925924	0.1111111111111111	0.07407407407407407	0.07407407407407407	0	0	0.18518518518518517	0	0	0	0	0	0	0	0	0.07407407407407407	0.037037037037037035	0	0.037037037037037035	0	0	0	0	0	0	27	Alteromonadaceae	2.0118199030635417	7.4769122283543465
0.3333333333333333	0	0.041666666666666664	0.08333333333333333	0.041666666666666664	0	0	0.20833333333333334	0	0	0.20833333333333334	0	0	0	0	0	0	0	0	0	0	0	0.08333333333333333	0	0	0	0	0	0	24	Alteromonadales	1.698782989513801	5.467289592478063
0	0	0	0	0	0	0.041666666666666664	0.875	0.08333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	Campylobacteraceae	0.4563344322932884	1.5782780836740626
0	0	0.1	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	Psychromonadaceae	0.3250829733914482	1.384145488461686
0.6842105263157895	0	0	0	0	0.05263157894736842	0	0.05263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0.10526315789473684	0.10526315789473684	0	0	0	0	0	0	0	19	Flammeovirgaceae	1.04354790710119	2.8392726411544027
0.8235294117647058	0	0	0	0.058823529411764705	0	0	0.058823529411764705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058823529411764705	0	0	0	0	0	0	17	Porphyromonadaceae	0.6598720137848267	1.9345447234997342
0	0	0	0	0	0	0	0.8333333333333334	0.08333333333333333	0	0	0	0	0	0.08333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	Cryomorphaceae	0.5660857389596289	1.7613591211464834
0.7272727272727273	0	0	0	0	0	0	0.09090909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18181818181818182	0	0	0	0	0	0	11	Planctomycetaceae	0.7595473914748635	2.137308637435014
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	Nannocystaceae	-0	1
0.2857142857142857	0	0	0	0	0	0	0.42857142857142855	0.14285714285714285	0	0	0.14285714285714285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Hyphomonadaceae	1.277034259466139	3.5859888270569535
0.6666666666666666	0	0	0	0	0	0	0.16666666666666666	0	0	0	0	0	0	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	Verrucomicrobiaceae	0.8675632284814612	2.381101577952299
0.6	0	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Puniceicoccaceae	0.9502705392332347	2.586409289858933
0	0	0	0.4	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	5	Bradymonadaceae	1.3321790402101223	3.7892914162759954
0	0	0	0.6	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Clostridiales	0.9502705392332347	2.586409289858933
0	0	0	0	0	0	0	0.8	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Helicobacteraceae	0.5004024235381879	1.6493848884661177
0.75	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Thioalkalispiraceae	0.5623351446188083	1.7547653506033232
0.25	0	0	0	0	0.25	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Arenicellaceae	1.0397207708399179	2.82842712474619
0.75	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Syntrophaceae	0.5623351446188083	1.7547653506033232
0.25	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	4	Desulfobacteraceae	1.3862943611198906	4
