1	4	10	11	27	29	32	48	50	59	60	64	89	90	92	95	109	120	141	147	154	165	170	173	188	193	200	201	208	213	316	336	n_members	Family	S	X
0.13725490196078433	0.0196078431372549	0	0.0196078431372549	0.17647058823529413	0	0	0.0196078431372549	0	0	0	0	0	0.0196078431372549	0.0392156862745098	0	0.19607843137254902	0	0.0196078431372549	0.058823529411764705	0	0.0196078431372549	0.0392156862745098	0.09803921568627451	0	0.0196078431372549	0	0.0392156862745098	0	0.058823529411764705	0	0.0196078431372549	51	Rhodobacteraceae	2.456923876902905	11.66886142069997
0.0625	0.0625	0.03125	0	0	0	0	0.15625	0	0.03125	0	0	0	0.03125	0.03125	0	0.34375	0	0.03125	0	0.125	0	0	0	0	0.0625	0.03125	0	0	0	0	0	32	Colwelliaceae	2.0867328374624825	8.058543536017563
0.6428571428571429	0.07142857142857142	0.03571428571428571	0	0	0	0	0.07142857142857142	0	0.07142857142857142	0	0	0	0.07142857142857142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03571428571428571	0	0	28	Alteromonadales	1.2760663285105422	3.582519516762099
0.37037037037037035	0	0	0.2962962962962963	0	0.07407407407407407	0	0.037037037037037035	0	0	0.037037037037037035	0	0	0	0	0.037037037037037035	0	0.037037037037037035	0	0	0	0.037037037037037035	0	0	0	0	0	0	0.037037037037037035	0	0.037037037037037035	0	27	Saprospiraceae	1.7755525095414018	5.903541998689619
0.14814814814814814	0.1111111111111111	0.037037037037037035	0	0	0	0	0.037037037037037035	0	0	0	0	0.037037037037037035	0.1111111111111111	0.037037037037037035	0	0.3333333333333333	0	0	0	0	0	0	0	0	0.037037037037037035	0	0	0	0.037037037037037035	0	0.07407407407407407	27	Oceanospirillaceae	2.062571431425289	7.866171145693507
0.23076923076923078	0.07692307692307693	0	0.07692307692307693	0	0	0	0	0	0.11538461538461539	0.038461538461538464	0.07692307692307693	0	0	0	0	0.11538461538461539	0.038461538461538464	0	0	0	0	0	0	0.07692307692307693	0	0	0	0.11538461538461539	0	0	0.038461538461538464	26	Candidatus Carsonella	2.2510486588729868	9.49769045331433
0.24	0	0	0.16	0	0	0.04	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.08	0	0	0	0	0	0	0	0	25	Flavobacteriaceae	1.5351088683870757	4.641830851084549
0	0	0	0	0	0	0	0.7916666666666666	0	0	0	0	0	0.125	0.041666666666666664	0	0.041666666666666664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	Campylobacteraceae	0.7097131024243333	2.0334077951868457
0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.05	0.05	0	0.05	0	0	0	0	0.05	0.05	0	0	20	Alteromonadaceae	1.442080248948443	4.229485053762256
0.47368421052631576	0	0.05263157894736842	0.15789473684210525	0	0	0	0.05263157894736842	0.05263157894736842	0	0	0	0	0.05263157894736842	0	0	0	0.05263157894736842	0	0	0	0	0	0	0	0	0.05263157894736842	0.05263157894736842	0	0	0	0	19	Flammeovirgaceae	1.7301832916911615	5.641687888179507
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	Desulfobulbaceae	-0	1
0	0	0	0	0	0.09090909090909091	0	0.5454545454545454	0	0	0	0	0.09090909090909091	0.09090909090909091	0	0	0	0	0.09090909090909091	0	0.09090909090909091	0	0	0	0	0	0	0	0	0	0	0	11	Cryomorphaceae	1.4205719259467042	4.139487243529401
0.2222222222222222	0	0	0	0	0	0.2222222222222222	0.4444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1111111111111111	0	0	0	0	0	0	0	0	0	9	Desulfobacteraceae	1.2730283365896256	3.5716523669284483
0.875	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Nannocystaceae	0.37677016125643675	1.4575692649810903
0.125	0	0	0.625	0	0.125	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Porphyromonadaceae	1.073542846408523	2.9257265599673183
0.42857142857142855	0	0	0	0	0	0	0.2857142857142857	0.14285714285714285	0	0	0	0	0.14285714285714285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	Hyphomonadaceae	1.277034259466139	3.5859888270569535
0.16666666666666666	0.3333333333333333	0	0	0	0	0	0.16666666666666666	0	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666666666666666	0	0	0	0	0	6	Pseudoalteromonadaceae	1.5607104090414063	4.762203155904597
0.16666666666666666	0	0	0	0	0.16666666666666666	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666666666666666	0	6	Verrucomicrobiaceae	1.242453324894	3.464101615137754
0.3333333333333333	0	0	0.3333333333333333	0	0	0	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666666666666666	0	6	Puniceicoccaceae	1.3296613488547582	3.77976314968462
0.6666666666666666	0	0	0	0.16666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666666666666666	0	0	0	0	6	Planctomycetaceae	0.8675632284814612	2.381101577952299
0	0	0	0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	6	Psychromonadaceae	0.6365141682948128	1.8898815748423097
0.25	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	4	Pseudomonadaceae	1.3862943611198906	4
0.25	0.25	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Phyllobacteriaceae	1.3862943611198906	4
0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	4	Clostridiales	1.0397207708399179	2.82842712474619
0.5	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	4	Bacteriovoracaceae	1.0397207708399179	2.82842712474619
0	0.25	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	4	Ferrimonadaceae	1.0397207708399179	2.82842712474619
0	0	0	0	0	0	0	0.75	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Prolixibacteraceae	0.5623351446188083	1.7547653506033232
0	0	0	0	0	0	0	0.75	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Cocleimonas	0.5623351446188083	1.7547653506033232
